@relation segment

@attribute original numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Laplacian_1.0 numeric
@attribute Mean_1.0 numeric
@attribute Variance_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Difference_of_Gaussian_1.0_2.0 numeric
@attribute Laplacian_2.0 numeric
@attribute Mean_2.0 numeric
@attribute Variance_2.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Difference_of_Gaussian_1.0_4.0 numeric
@attribute Difference_of_Gaussian_2.0_4.0 numeric
@attribute Laplacian_4.0 numeric
@attribute Mean_4.0 numeric
@attribute Variance_4.0 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Difference_of_Gaussian_1.0_8.0 numeric
@attribute Difference_of_Gaussian_2.0_8.0 numeric
@attribute Difference_of_Gaussian_4.0_8.0 numeric
@attribute Laplacian_8.0 numeric
@attribute Mean_8.0 numeric
@attribute Variance_8.0 numeric
@attribute class {Spot,NotSpot}

@data
9466,7268.821289,-187.516449,8105.571289,16045400,7369.374512,100.553223,4.722855,6889.575684,10048213,7298.088379,29.26709,-71.286133,-31.418272,7433.455078,14672642,7033.353516,-235.467773,-336.020996,-264.734863,-16.714903,7335.725098,15003385,NotSpot
8568,6965.656738,992.715271,6332.143066,7484437.5,7420.248047,454.591309,4.783255,6549.848633,11943173,7312.740723,347.083984,-107.507324,-33.072544,7616.754883,15650946,7034.977051,69.320313,-385.270996,-277.763672,-16.878202,7339.648926,14945232,NotSpot
4320,6496.913086,2552.39917,5571.714355,9205282,7419.42041,922.507324,33.95826,6285,8998603,7326.742188,829.829102,-92.678223,-33.648998,7555.898926,15074337,7036.46875,539.555664,-382.95166,-290.273438,-17.045887,7312.471191,14967546,NotSpot
6198,6581.900391,1754.425049,6351.714355,3179051.25,7376.163086,794.262695,75.011047,6176.757813,7538751,7339.022461,757.12207,-37.140625,-33.118095,7422.486328,14362713,7037.686035,455.785645,-338.477051,-301.336426,-17.209885,7308.453613,15122359,NotSpot
5451,6795.532715,1080.425659,5903.143066,5686601.5,7332.864258,537.331543,99.079803,6784.424316,5400628.5,7351.150391,555.617676,18.286133,-32.10545,7327.949219,15473688,7039.133789,243.601074,-293.730469,-312.016602,-17.368124,7357.456543,15383760,NotSpot
3925,6903.848145,876.789307,6571.571289,7108855.5,7336.338867,432.490723,79.277382,6982.484863,8904950,7365.384277,461.536133,29.04541,-31.694328,7434.513672,16902114,7040.244141,136.395996,-296.094727,-325.140137,-17.498936,7424.462891,15747790,NotSpot
9159,7347.05127,11.472305,6880.428711,8981361,7406.186035,59.134766,6.704571,6882.727051,11023290,7383.780273,36.729004,-22.405762,-32.877804,7352.42041,15439411,7041.199707,-305.851563,-364.986328,-342.580566,-17.596828,7444.197754,16097716,NotSpot
5371,8086.624512,-1112.868896,9654.857422,14933625,7526.694824,-559.929688,-85.045319,7787.242188,16565589,7405.870605,-680.753906,-120.824219,-36.262394,7431.179199,14947124,7041.599609,-1045.024902,-485.095215,-364.270996,-17.655546,7495.79248,16635730,NotSpot
6993,8278.47168,-591.786682,8154,24884164,7667.057129,-611.414551,-144.079025,8196.454102,14490715,7433.240723,-845.230957,-233.816406,-41.988327,7429.696289,15952760,7041.785645,-1236.686035,-625.271484,-391.455078,-17.670074,7486.487793,16502571,NotSpot
1950,7936.756348,1258.445435,6666.428711,8069602,7813.599609,-123.156738,-164.565094,8510.272461,15645269,7462.269531,-474.486816,-351.330078,-49.4133,7709.225586,16983010,7041.814453,-894.941895,-771.785156,-420.455078,-17.636217,7447.028809,16307798,NotSpot
9059,7963.173828,955.683228,6225.285645,9896683,7965.263672,2.089844,-185.254501,7623.36377,13720057,7490.404785,-472.769043,-474.858887,-57.489029,8168.116699,16553698,7041.563965,-921.609863,-923.699707,-448.84082,-17.557894,7492.961426,16217682,NotSpot
4424,8117.41748,1204.161255,8025.285645,14199015,8107.695313,-9.722168,-225.899368,8397.242188,17649366,7512.992676,-604.424805,-594.702637,-64.867256,8252.34668,16807792,7041.235352,-1076.182129,-1066.459961,-471.757324,-17.439974,7504.812988,16280845,NotSpot
4674,8377.621094,987.297119,6707.428711,7570452.5,8202.538086,-175.083008,-260.65799,8416.606445,19901656,7527.269531,-850.351563,-675.268555,-70.316147,8352.801758,16445507,7041.272461,-1336.348633,-1161.265625,-485.99707,-17.291773,7564.705566,16859286,NotSpot
5563,8670.166016,-474.439941,10113,45114352,8212.794922,-457.371094,-253.446655,8780.90918,25482612,7529.895996,-1140.27002,-682.898926,-72.846809,8440.319336,16354151,7041.658691,-1628.507324,-1171.13623,-488.237305,-17.121996,7564.512207,16717439,NotSpot
5617,8338.72168,687.362305,5957.428711,10016432,8132.526855,-206.194824,-198.823532,9087,26559262,7520.296387,-818.425293,-612.230469,-72.018517,8233.856445,16716045,7042.572266,-1296.149414,-1089.95459,-477.724121,-16.945589,7539.506836,16552769,NotSpot
6158,8020.262695,761.854431,7310.143066,5182338,7988.474609,-31.788086,-125.473923,8063.121094,14248202,7500.433105,-519.82959,-488.041504,-68.081856,7874.330566,17152500,7043.993652,-976.269043,-944.480957,-456.439453,-16.772573,7548.896484,16165519,NotSpot
10087,7883.02002,62.541443,7816.571289,9404626,7815.907227,-67.112793,-60.452301,7893.272949,11927940,7473.173828,-409.846191,-342.733398,-61.678135,7806.007813,15669027,7046.362305,-836.657715,-769.544922,-426.811523,-16.618637,7502.010254,16028271,NotSpot
4441,7568.615234,578.565674,5839.285645,5618605,7631.638184,63.022949,-0.218002,8124.605957,17510472,7442.916992,-125.698242,-188.721191,-53.88625,7532.653809,14211874,7049.813965,-518.80127,-581.824219,-393.103027,-16.496962,7483.595703,16261970,NotSpot
7547,7250.369141,246.531952,7312.714355,18935618,7448.908203,198.539063,69.993599,7285.575684,20561714,7413.82959,163.460449,-35.078613,-45.936783,7542.996094,13455025,7054.315918,-196.053223,-394.592285,-359.513672,-16.422495,7540.779785,16009183,NotSpot
6253,6913.860352,173.798508,6954.856934,9399839,7291.977539,378.117188,142.051926,6809.36377,17442108,7390.008301,476.147949,98.030762,-39.028492,7353.486328,14798314,7059.684082,145.82373,-232.293457,-330.324219,-16.391533,7555.757813,16100243,NotSpot
10020,7977.506348,306.572083,7939.285645,20487898,7909.925781,-67.580566,-173.430298,7891.181641,18797522,7450.024902,-527.481445,-459.900879,-52.503311,8069.385254,17750800,7052.951172,-924.555176,-856.974609,-397.07373,-17.643257,7370.373047,15957585,NotSpot
5419,8214.711914,-1.8116,9972,35823216,7900.363281,-314.348633,-230.723221,7902.666504,19424632,7407.727051,-806.984863,-492.63623,-47.895058,7942.910645,15922531,7046.354492,-1168.357422,-854.008789,-361.372559,-17.337954,7344.821777,15897495,NotSpot
8642,8175.506836,379.647522,7252.856934,11287007,7868.783203,-306.723633,-250.89595,8270.545898,19034962,7370.567871,-804.938965,-498.215332,-43.489227,8009.887207,16495077,7040.518066,-1134.98877,-828.265137,-330.049805,-17.073298,7299.157227,15415944,NotSpot
6106,8119.933594,226.943756,8551.286133,13676443,7809.705566,-310.228027,-249.520142,7847.605957,12526876,7338.65332,-781.280273,-471.052246,-39.252296,7894.743164,17066610,7035.921387,-1084.012207,-773.78418,-302.731934,-16.860807,7246.45166,15186298,NotSpot
8086,8209.799805,-206.202133,8196.286133,12910503,7727.720703,-482.079102,-245.514069,8236.242188,11119692,7313.662109,-896.137695,-414.058594,-35.32859,7753.322754,17031956,7032.269531,-1177.530273,-695.451172,-281.392578,-16.704988,7240.038574,14959962,NotSpot
8022,8233.436523,-425.313568,7899.143066,2922725.25,7618.371582,-615.064941,-222.475174,8170.605957,13997706,7296.943848,-936.492676,-321.427734,-32.137043,7658.57959,16628299,7029.581055,-1203.855469,-588.790527,-267.362793,-16.603611,7294.274902,14737567,NotSpot
6533,8011.029785,-738.82782,9585.571289,20366888,7488.484375,-522.54541,-152.384888,7934.969727,12235433,7288.752441,-722.277344,-199.731934,-30.20155,7409.696289,14978636,7027.954102,-983.075684,-460.530273,-260.79834,-16.560835,7267.797852,14429775,NotSpot
10677,7426.282715,58.004364,6363.428711,18306798,7371.033691,-55.249023,-46.120136,7425.818359,15112494,7288.563965,-137.71875,-82.469727,-29.89053,7382.249023,15034592,7026.88916,-399.393555,-344.144531,-261.674805,-16.567848,7351.25,14810343,NotSpot
2622,6805.497559,1735.392578,6551.856934,8684605,7320.36377,514.866211,35.81498,7063.36377,9903134,7295.851563,490.354004,-24.512207,-31.356487,7297.688477,14886149,7026.95752,221.459961,-293.40625,-268.894043,-16.623726,7342.223633,14676668,NotSpot
6789,7048.568848,684.522461,6529.143066,18176640,7365.874512,317.305664,40.102493,6920.575684,8610314,7308.966797,260.397949,-56.907715,-34.112446,7403.855957,15218247,7027.733398,-20.835449,-338.141113,-281.233398,-16.719427,7352.799316,14821031,NotSpot
15778,7949.665527,-2533.780029,9944.571289,8664912,7477.280762,-472.384766,-17.441622,7124.878906,12636026,7325.066895,-624.598633,-152.213867,-37.24017,7575.19043,15135814,7029.124512,-920.541016,-448.15625,-295.942383,-16.851547,7315.575195,14871908,NotSpot
9432,7945.61084,-1496.72876,9456.571289,23610170,7578.967285,-366.643555,-65.800537,7968.181641,12051284,7340.382324,-605.228516,-238.584961,-39.597141,7813.529297,14300145,7030.933105,-914.677734,-548.03418,-309.449219,-17.001219,7317.843262,15147848,NotSpot
949,7159.469727,1937.163696,5816,10685033,7612.642578,453.172852,-60.954735,7246.121094,16375107,7353.866211,194.396484,-258.776367,-40.475948,7639.482422,14787057,7032.687012,-126.782715,-579.955566,-321.179199,-17.15592,7313.092285,15079598,NotSpot
5384,6941.060059,2422.387695,4445.856934,2915994.75,7574.530273,633.470215,-20.931343,7691.181641,21419744,7364.085449,423.025391,-210.444824,-39.691479,7687.517578,15791925,7034.227539,93.16748,-540.302734,-329.85791,-17.306782,7310.295898,15163740,NotSpot
4224,7364.251465,215.107239,7597.428711,8447763,7507.926758,143.675293,15.076965,7321.424316,15519924,7372.847168,8.595703,-135.07959,-37.87957,7475.408691,15111560,7036.077148,-328.174316,-471.849609,-336.77002,-17.45384,7342.375488,15384418,NotSpot
11389,7480.481445,-538.898315,7580.428711,15010061,7468.71582,-11.765625,18.185928,7498.848633,11564125,7382.470703,-98.010742,-86.245117,-36.213795,7513.065918,16980740,7037.654785,-442.82666,-431.061035,-344.815918,-17.575241,7348.197754,15703400,NotSpot
5437,7411.562012,599.241516,7471.428711,15726095,7491.982422,80.42041,-26.277946,7406.666504,12300261,7395.953125,-15.608887,-96.029297,-35.968712,7444.175293,16893796,7039.18457,-372.377441,-452.797852,-356.768555,-17.667543,7419.376465,16141581,NotSpot
10629,7999.115234,-345.595062,6516,9172667,7578.743164,-420.37207,-102.188026,8933.393555,15037301,7413.237793,-585.877441,-165.505371,-37.954845,7426.322754,16064410,7040.209473,-958.905762,-538.533691,-373.02832,-17.724354,7446.868652,16540470,NotSpot
11129,8642,-2002.593262,10248,6989170,7705.908691,-936.091309,-167.027008,8362.878906,15960213,7436.31543,-1205.68457,-269.593262,-42.457119,7409.412598,15673643,7041.119141,-1600.880859,-664.789551,-395.196289,-17.741438,7414.474609,16165136,NotSpot
10748,8453.916016,-560.048218,7541.714355,19810370,7851.925781,-601.990234,-202.714203,9032.757813,13401884,7461.935547,-991.980469,-389.990234,-48.8997,7840.541016,16444155,7041.914063,-1412.001953,-810.011719,-420.021484,-17.714561,7431.179688,16239572,NotSpot
3268,8244.889648,666.859985,8362.286133,20408568,8002.845215,-242.044434,-233.362518,8234.848633,14882356,7487.483887,-757.405762,-515.361328,-56.170578,7970.007813,15780155,7042.470703,-1202.418945,-960.374512,-445.013184,-17.647417,7467.609863,16128442,NotSpot
6887,8517.851563,259.462036,7567,26124056,8134.97998,-382.871582,-274.593109,9066.969727,17445776,7508.085449,-1009.766113,-626.894531,-62.819038,8242.291992,16711677,7042.969238,-1474.882324,-1092.010742,-465.116211,-17.544443,7484.417969,16213786,NotSpot
6468,8718.391602,284.088226,7346.285645,8230040,8206.967773,-511.423828,-298.248901,9151.242188,23415068,7520.764648,-1197.626953,-686.203125,-67.500549,8419.458984,17125902,7043.839844,-1674.551758,-1163.12793,-476.924805,-17.414305,7489.942871,16194670,NotSpot
7604,8520.891602,505.715942,6701.143066,5780557.5,8182.200195,-338.691406,-265.191132,8597.393555,20220554,7521.939941,-998.95166,-660.260254,-69.178772,8320.058594,17365498,7045.035156,-1475.856445,-1137.165039,-476.904785,-17.264467,7503.693359,16449975,NotSpot
2111,7928.194336,1686.347412,7099.714355,14302847,8059.480469,131.286133,-175.866379,8048.272949,16378298,7511.133301,-417.061035,-548.347168,-67.45887,8158.541016,17023344,7046.734375,-881.459961,-1012.746094,-464.398926,-17.10899,7577.586914,16768210,NotSpot
4822,7583.007813,1373.415527,5922.571289,8087040.5,7872.583984,289.576172,-70.199081,7795.54541,7544859,7490.265137,-92.742676,-382.318848,-62.6759,7966.338379,15770105,7048.863281,-534.144531,-823.720703,-441.401855,-16.956028,7529.536621,16208639,NotSpot
8402,7447.583008,211.626831,7562.428711,4700117,7662.273926,214.690918,19.995125,7295.757813,10069529,7462.349609,14.766602,-199.924316,-55.594891,7779.906738,15225697,7051.869141,-395.713867,-610.404785,-410.480469,-16.82025,7533.211426,15921838,NotSpot
5152,7095.016113,457.420959,8184.571289,14033706,7450.019531,355.003418,98.805115,6734.666504,8719282,7432.006348,336.990234,-18.013184,-47.429672,7481.677246,14013151,7055.837891,-39.178223,-394.181641,-376.168457,-16.713572,7498.396973,16052481,NotSpot
14707,6750.449707,198.544891,6061.143066,18371528,7250.947266,500.497559,185.122208,6504.696777,10595734,7403.500488,653.050781,152.553223,-39.479694,7246.462891,12822538,7060.740723,310.291016,-190.206543,-342.759766,-16.649963,7507.010254,15689444,NotSpot
5439,6339.43457,374.113373,7235.856934,12351683,7091.072266,751.637695,273.121277,6171.515137,12284015,7380.855469,1041.420898,289.783203,-32.965572,7224.692383,13047390,7066.374512,726.939941,-24.697754,-314.480957,-16.625732,7507.229004,15679891,NotSpot
7268,8193.939453,484.307312,6916.143066,23290908,7846.654297,-347.285156,-222.576233,8846.969727,28168912,7415.882324,-778.057129,-430.771973,-46.810921,7829.400879,16436984,7041.553223,-1152.38623,-805.101074,-374.329102,-17.473841,7463.803711,16229428,NotSpot
2454,8215.205078,667.560364,7950,13154311,7838.630371,-376.574707,-254.730652,8386.393555,19256166,7380.637695,-834.567383,-457.992676,-43.015015,7720.0625,15577744,7035.626953,-1179.578125,-803.003418,-345.010742,-17.216246,7348.571777,15770869,NotSpot
10283,8379,-117.408524,7255.143066,10541144,7815.661621,-563.338379,-281.886292,8734.878906,22021298,7350.674316,-1028.325684,-464.987305,-39.39801,7917.147949,15570716,7030.966309,-1348.033691,-784.695313,-319.708008,-17.009487,7291.503906,15382086,NotSpot
8973,8680.638672,-1036.476929,8986.713867,13996718,7772.025391,-908.613281,-308.345917,8831.181641,25272550,7327.724121,-1352.914551,-444.30127,-36.080414,7798.38916,16568280,7027.294434,-1653.344238,-744.730957,-300.429688,-16.858475,7273.078125,15124392,NotSpot
6529,8771.487305,-896.003784,7215,5810154,7690.481934,-1081.005371,-302.881714,9710.515625,23688064,7313.013672,-1458.473633,-377.468262,-33.478371,7561.840332,15842158,7024.616211,-1746.871094,-665.865723,-288.397461,-16.759697,7328.134277,15015655,NotSpot
6260,8563.582031,-1357.04834,8817.713867,7441430,7569.604004,-993.978027,-225.011398,8897.454102,27218142,7306.788086,-1256.793945,-262.815918,-32.139359,7399.930176,14680411,7023.026855,-1540.555176,-546.577148,-283.76123,-16.717325,7337.453613,15014337,NotSpot
13633,7962.772949,-1686.1604,9813.857422,17210248,7444.640137,-518.132813,-86.289742,7531.90918,18465102,7308.611816,-654.161133,-136.02832,-32.4883,7499.183105,15936445,7022.038086,-940.734863,-422.602051,-286.57373,-16.722557,7356.76709,15314211,NotSpot
3850,7034.98877,702.831665,6718.428711,18237440,7386.954102,351.965332,27.345459,6846.333496,14033248,7317.854004,282.865234,-69.100098,-34.6712,7490.816895,15066908,7022.260254,-12.728516,-364.693848,-295.59375,-16.774485,7338.637695,14913360,NotSpot
4955,6900.014648,1607.716675,5557.285645,8448766,7442.314941,542.300293,34.616928,7141.424316,14094167,7332.77002,432.755371,-109.544922,-38.18,7640.023438,14797346,7023.207031,123.192383,-419.10791,-309.562988,-16.863337,7312.128418,14775465,NotSpot
9830,7759.208496,-485.488586,8519.286133,17368372,7582.617188,-176.591309,-50.508583,7932.63623,16941828,7350.225586,-408.98291,-232.391602,-41.993591,7426.801758,14991016,7024.821777,-734.386719,-557.79541,-325.403809,-16.98613,7289.21875,14584574,NotSpot
10266,8281.914063,-1364.027832,9142,1900237.375,7714.938965,-566.975098,-131.113098,8209.757813,13985431,7365.930664,-915.983398,-349.008301,-44.809429,7750.626465,15397082,7026.872559,-1255.041504,-688.066406,-339.058105,-17.124208,7345.960449,14907405,NotSpot
10396,7917.063477,81.049316,7702.714355,29247958,7762.584961,-154.478516,-139.250839,7892.848633,15491404,7378.766602,-538.296875,-383.818359,-45.809875,7777.64209,16445042,7028.947266,-888.116211,-733.637695,-349.819336,-17.267536,7320.963379,15014203,NotSpot
4262,7567.411621,1034.394165,6435.143066,11573009,7712.922363,145.510742,-88.601997,7810.060547,17816050,7387.088379,-180.323242,-325.833984,-44.721828,7840.649902,17610616,7030.856445,-536.555176,-682.065918,-356.231934,-17.406263,7336.922363,15274566,NotSpot
9387,7850.29541,-1306.512451,9839.571289,21406370,7610.92041,-239.375,-25.587471,7676.272949,15712385,7392.914063,-457.381348,-218.006348,-42.210766,7554.626465,16429241,7033.151367,-817.144043,-577.769043,-359.762695,-17.542509,7322.340332,15082324,NotSpot
12116,7673.737793,-1141.269653,7872.714355,19697800,7521.751465,-151.986328,16.585655,7293.788086,15827559,7398.592773,-275.14502,-123.158691,-39.530514,7729.260742,17855098,7035.231445,-638.506348,-486.52002,-363.361328,-17.654499,7375.251953,15624350,NotSpot
2414,7066.57959,1533.803223,5912.428711,11729286,7495.895508,429.315918,15.854126,7218.757813,12201942,7407.900879,341.321289,-87.994629,-38.18647,7498.007813,17399388,7037.361328,-29.218262,-458.53418,-370.539551,-17.74106,7456.54541,15981513,NotSpot
4104,7326.303711,984.840698,7508.571289,13893592,7552.470215,226.166504,-34.214287,7283.242188,14493077,7421.105957,94.802246,-131.364258,-39.138374,7680.57959,18720988,7039.04248,-287.26123,-513.427734,-382.063477,-17.795561,7445.708496,16240845,NotSpot
8940,8142.706543,-1293.593384,8522.428711,11933187,7677.111816,-465.594727,-109.299255,7448.36377,16751906,7440.425781,-702.280762,-236.686035,-42.762482,7743.22168,16684417,7040.697754,-1102.008789,-636.414063,-399.728027,-17.814693,7453.503418,16269299,NotSpot
9312,8278.65625,-369.412354,8989.857422,11154740,7836.54541,-442.11084,-177.672882,8569.484375,23186714,7462.92334,-815.73291,-373.62207,-48.503742,7731.560547,15671969,7042.288086,-1236.368164,-794.257324,-420.635254,-17.794384,7442.532715,16188451,NotSpot
2045,8228.030273,1005.945007,7032.428711,32427548,7995.950684,-232.07959,-232.030823,8100.151367,17905838,7485.837402,-742.192871,-510.113281,-55.153366,7932.447266,16916430,7043.67334,-1184.356934,-952.277344,-442.164063,-17.737831,7446.413574,16221005,NotSpot
18517,8781.125977,-1252.278809,8788.713867,25237792,8119.04248,-662.083496,-273.177734,8656.666992,19168146,7504.143555,-1276.982422,-614.898926,-61.159168,8213.74707,18433114,7045.019043,-1736.106934,-1074.023438,-459.124512,-17.649151,7484.421875,16070922,NotSpot
7095,8929.763672,-1443.633789,11541.857422,29601418,8167.667969,-762.095703,-282.421295,8483.121094,15737264,7514.645996,-1415.117676,-653.021973,-65.068047,8241.805664,16716062,7046.737305,-1883.026367,-1120.930664,-467.908691,-17.536224,7474.478027,16039741,NotSpot
8364,8394.979492,501.982422,7572.856934,4562646,8115.269043,-279.710449,-236.104233,8811.09082,22722426,7513.652832,-881.32666,-601.616211,-65.82856,8229.089844,16359501,7048.756348,-1346.223145,-1066.512695,-464.896484,-17.405537,7504.392578,16313586,NotSpot
8174,7916.714355,1063.53186,5973.714355,6689157,7968.696777,51.982422,-141.835953,7906.211914,13731994,7500.925293,-415.789063,-467.771484,-63.129562,8075.859863,16467395,7051.247559,-865.466797,-917.449219,-449.677734,-17.270071,7485.895996,16064956,NotSpot
3605,7701.714844,526.877747,7648.143066,9337561,7764.28125,62.566406,-36.221428,8233,14705642,7478.373535,-223.341309,-285.907715,-57.416626,7774.704102,16516077,7054.094727,-647.620117,-710.186523,-424.278809,-17.136282,7528.315918,16207216,NotSpot
9906,7486.430664,-140.764923,7322.143066,10902325,7543.880371,57.449707,54.011852,7393.060547,7123768,7449.287109,-37.143555,-94.593262,-49.61607,7376.541016,14589638,7057.744629,-428.686035,-486.135742,-391.54248,-17.017838,7522.319336,15763776,NotSpot
6413,7119.020508,-20.451218,6860.856934,5571971,7332.104492,213.083984,131.309799,6970.939453,11137892,7418.566406,299.545898,86.461914,-41.087902,7319.0625,13764155,7062.236816,-56.783691,-269.867676,-356.32959,-16.925434,7475.916504,15462334,NotSpot
4852,6786.745605,-259.224365,8098.856934,15663420,7145.517578,358.771973,210.556763,6615.878906,12364938,7390.601563,603.855957,245.083984,-33.187027,7232.245117,13910897,7067.549316,280.803711,-77.968262,-323.052246,-16.872082,7496.624512,15564194,NotSpot
4151,6306.585449,387.598175,6040.143066,11554360,7007.22168,700.63623,287.988708,6074.424316,10873563,7369.296387,1062.710938,362.074707,-27.133619,7247.268555,13716084,7073.458496,766.873047,66.236816,-295.837891,-16.854332,7524.967773,15986382,NotSpot
13825,8630.664063,-2378.334473,11397.142578,41274056,7674.625488,-956.038574,-177.216125,8279.242188,20086164,7382.433594,-1248.230469,-292.191895,-40.587662,7391.237305,15002895,7029.814453,-1600.849609,-644.811035,-352.619141,-17.296593,7416.799805,15922171,NotSpot
10832,8627.294922,-1694.449585,8867.428711,10724314,7677.040039,-950.254883,-218.390686,8545.09082,20916034,7355.986328,-1271.308594,-321.053711,-37.819321,7662.35791,16215915,7025.208984,-1602.085938,-651.831055,-330.777344,-17.103693,7364.056641,15549384,NotSpot
10033,8783.669922,-2152.771484,10071,8000051,7664.026855,-1119.643066,-253.51413,9052.121094,22211872,7336.397949,-1447.271973,-327.628906,-35.340263,7605.22168,15653043,7021.638184,-1762.031738,-642.388672,-314.759766,-16.96545,7356.985352,15445552,NotSpot
4328,8853.017578,-2048.005371,11405,53952384,7619.316895,-1233.700684,-261.121643,8915.393555,24567086,7324.681152,-1528.336426,-294.635742,-33.536804,7430.618652,16424655,7019.094238,-1833.92334,-600.222656,-305.586914,-16.877199,7418.124512,15291511,NotSpot
9408,8659.055664,-1565.478149,7821.714355,22089766,7540.361816,-1118.693848,-207.16214,9224.121094,21816806,7320.989258,-1338.066406,-219.372559,-32.925529,7293.867676,15177809,7017.665527,-1641.390137,-522.696289,-303.32373,-16.842728,7431.263672,15343056,NotSpot
16011,8268.816406,-2292.098877,9661.571289,25207666,7455.147949,-813.668457,-93.209076,7843.151367,15647238,7325.006348,-943.810059,-130.141602,-33.947617,7370.229492,16340818,7016.876465,-1251.939941,-438.271484,-308.129883,-16.853167,7402.437988,15437916,NotSpot
11669,7407.972168,-354.042786,7273.285645,33680108,7427.177734,19.205566,7.031048,7196.181641,16740959,7335.973145,-71.999023,-91.20459,-36.710342,7409.373535,15359305,7017.358887,-390.613281,-409.818848,-318.614258,-16.907299,7338.889648,15206725,NotSpot
1452,6989.847168,1668.023682,6147.285645,11400612,7501.030762,511.183594,11.354128,7172.151367,15405030,7352.207031,362.359863,-148.82373,-40.696072,7565.898926,14456658,7018.581055,28.733887,-482.449707,-333.625977,-16.994825,7324.90332,14917392,NotSpot
3469,7452.494629,1440.13501,6673,25569924,7652.70459,200.209961,-75.581314,7754.272949,15358081,7370.479004,-82.015625,-282.225586,-44.850704,7678.120605,14431204,7020.50293,-431.991699,-632.20166,-349.976074,-17.112921,7307.303223,14876622,NotSpot
7058,8042.900391,195.905121,7619.143066,10664199,7788.819336,-254.081055,-159.187073,8051.63623,16155766,7386.256836,-656.643555,-402.5625,-47.816605,7627.490234,16530433,7022.874023,-1020.026367,-765.945313,-363.382813,-17.24325,7342.595703,14802570,NotSpot
4460,8007.916016,112.87439,8432,9909311,7827.822754,-180.093262,-162.885239,7676.969727,15543224,7398.487793,-609.428223,-429.334961,-48.761646,8005.848145,17032084,7025.335938,-982.580078,-802.486816,-373.151855,-17.378551,7354.194336,14928040,NotSpot
5893,7586.536621,681.05249,7410.428711,20054780,7752.337402,165.800781,-90.459915,7799.848633,20692778,7405.490234,-181.046387,-346.847168,-47.4058,7923.816895,17039528,7027.676758,-558.859863,-724.660645,-377.813477,-17.507788,7341.01709,14943160,NotSpot
15094,7392.001465,-236.86882,7127.285645,22101784,7609.153809,217.152344,9.48806,6303.303223,15338344,7409.424805,17.42334,-199.729004,-44.454147,7686.762695,17631394,7030.458984,-361.54248,-578.694824,-378.96582,-17.63501,7344.621582,15001380,NotSpot
4393,7035.138672,513.650696,7503.428711,23538648,7474.707031,439.568359,91.651878,7381.696777,16890808,7412.594238,377.455566,-62.112793,-41.218472,7589.812988,18261516,7033.072266,-2.066406,-441.634766,-379.521973,-17.738731,7399.094727,14983778,NotSpot
2771,6575.369629,1926.144775,5548,11745520,7414.913086,839.543457,122.336449,6872.45459,17815634,7419.283691,843.914063,4.370605,-39.347191,7583.132324,17449488,7035.827637,460.458008,-379.085449,-383.456055,-17.820126,7454.169922,15478987,NotSpot
4458,6624.31543,2154.141602,4025,2767421.25,7462.404297,838.088867,80.993309,6963.030273,19393196,7429.91748,805.602051,-32.486816,-39.863529,7678.801758,17339296,7038.171875,413.856445,-424.232422,-391.745605,-17.872196,7453.39209,15742388,NotSpot
3731,7276.493164,1174.13269,7148.714355,23848864,7605.237793,328.744629,-17.633196,7257.939453,20091988,7446.705078,170.211914,-158.532715,-43.155251,7788.859863,16736832,7040.574219,-235.918945,-564.663574,-406.130859,-17.892725,7451.024414,15972511,NotSpot
12341,7901.903809,467.80957,6247.285645,15960306,7793.380371,-108.523438,-125.886406,8519.393555,23201356,7466.915039,-434.98877,-326.465332,-48.626297,7706.790039,17085414,7042.953613,-858.950195,-750.426758,-423.961426,-17.877962,7436.265625,16347284,NotSpot
3514,8209.893555,465.839783,8048.285645,32477452,7967.282715,-242.61084,-200.612991,8320.423828,18101682,7487.560059,-722.333496,-479.722656,-54.943295,8040.490234,18053140,7045.155762,-1164.737793,-922.126953,-442.404297,-17.83042,7429.252441,16166686,NotSpot
8046,8415.65918,-383.91449,9243.857422,24623970,8078.852051,-336.807129,-226.978058,8392.121094,20000328,7503.556152,-912.103027,-575.295898,-60.464695,8369.848633,17698106,7047.330566,-1368.328613,-1031.521484,-456.225586,-17.754053,7473.919922,16086806,NotSpot
9135,8157.050781,624.202698,6862.571289,6061539,8100.060059,-56.990723,-208.100235,7895.878906,15897506,7511.544434,-645.506348,-588.515625,-63.654739,8296.90625,17253182,7049.862793,-1107.187988,-1050.197266,-461.681641,-17.655903,7488.599121,16037983,NotSpot
3338,7703.030273,2160.34082,5841.714355,6198110,8023.580078,320.549805,-151.262634,8036.424316,18427182,7507.886719,-195.143555,-515.693359,-63.495209,8092.914551,16000975,7052.678223,-650.352051,-970.901855,-455.208496,-17.541847,7478.11377,16236800,NotSpot
4454,7749.569336,755.477173,7710.285645,42435040,7868.222656,118.65332,-72.180763,7628.54541,16817702,7492.738281,-256.831055,-375.484375,-59.800816,7898.288086,16002927,7055.931641,-693.637695,-812.291016,-436.806641,-17.423765,7426.724609,15738690,NotSpot
