@relation segment

@attribute original numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Hessian_largest_1.0_true numeric
@attribute Hessian_middle_1.0_true numeric
@attribute Hessian_smallest_1.0_true numeric
@attribute Laplacian_1.0 numeric
@attribute Edges_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Difference_of_Gaussian_1.0_2.0 numeric
@attribute Hessian_largest_2.0_true numeric
@attribute Hessian_middle_2.0_true numeric
@attribute Hessian_smallest_2.0_true numeric
@attribute Laplacian_2.0 numeric
@attribute Edges_2.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Difference_of_Gaussian_1.0_4.0 numeric
@attribute Difference_of_Gaussian_2.0_4.0 numeric
@attribute Hessian_largest_4.0_true numeric
@attribute Hessian_middle_4.0_true numeric
@attribute Hessian_smallest_4.0_true numeric
@attribute Laplacian_4.0 numeric
@attribute Edges_4.0 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Difference_of_Gaussian_1.0_8.0 numeric
@attribute Difference_of_Gaussian_2.0_8.0 numeric
@attribute Difference_of_Gaussian_4.0_8.0 numeric
@attribute Hessian_largest_8.0_true numeric
@attribute Hessian_middle_8.0_true numeric
@attribute Hessian_smallest_8.0_true numeric
@attribute Laplacian_8.0 numeric
@attribute Edges_8.0 numeric
@attribute class {Spot,NotSpot}

@data
8,13.483618,7.942568,2.578174,0.800063,4.564331,6.949552,13.66092,0.177302,1.171683,0.973144,0.878659,-1.077199,3.284969,9.750201,-3.733417,-3.910719,0.176282,0.132024,0.041975,-0.350281,0.49026,7.622344,-5.861274,-6.038577,-2.127858,0.016725,0.009321,0.006247,-0.032293,0.032427,Spot
13,21.897072,10.122602,7.74267,3.250385,-0.870453,14.440561,16.682852,-5.21422,1.77545,1.329285,0.280733,-2.824002,3.841661,10.118403,-11.778668,-6.564448,0.192102,0.150983,0.089449,-0.432534,0.445153,7.652192,-14.24488,-9.03066,-2.466211,0.016867,0.010005,0.007066,-0.033938,0.02499,Spot
31,31.663862,12.933949,7.827193,6.782718,-13.978426,20.377197,19.178915,-12.484947,2.171249,1.679249,0.650319,-4.500817,3.837999,10.378624,-21.285238,-8.800291,0.201978,0.161883,0.128334,-0.492195,0.384726,7.673016,-23.990847,-11.505899,-2.705608,0.016953,0.010422,0.007668,-0.035044,0.017445,Spot
33,33.806343,10.808374,8.484912,5.70878,-13.584506,23.735645,20.10461,-13.701733,2.084173,1.762366,1.2065,-5.053039,3.801041,10.496021,-23.310322,-9.608589,0.20524,0.160692,0.151055,-0.516987,0.346169,7.684073,-26.122269,-12.420537,-2.811948,0.01698,0.010519,0.008068,-0.035568,0.011745,Spot
10,26.095091,12.138288,7.738746,3.624182,0.77536,21.350601,19.050344,-7.044746,1.867892,1.525558,0.673489,-4.066939,4.0544,10.45615,-15.638941,-8.594194,0.202902,0.159787,0.139251,-0.501939,0.359824,7.684976,-18.410114,-11.365368,-2.771174,0.016944,0.010302,0.008238,-0.035484,0.011988,Spot
6,16.144958,14.148642,4.032737,0.687674,10.803579,11.86295,16.563805,0.418846,1.537645,1.095569,0.408223,-2.224991,3.978051,10.268037,-5.876922,-6.295768,0.194711,0.152991,0.103225,-0.450926,0.409551,7.67617,-8.468788,-8.887634,-2.591866,0.016849,0.009878,0.008087,-0.034814,0.017604,Spot
9,11.390771,6.488777,1.328494,1.241501,6.401784,3.172596,13.726913,2.336143,1.089675,1.071201,0.664325,-0.645852,3.235111,9.962835,-1.427936,-3.764078,0.180699,0.137865,0.056772,-0.375337,0.455629,7.658243,-3.732528,-6.06867,-2.304592,0.016698,0.009459,0.007452,-0.03361,0.024444,Spot
8,11.764829,9.678493,2.012398,0.740598,8.406694,7.410192,13.813807,2.048979,1.269897,0.939979,0.809028,-1.138947,3.733727,9.476127,-2.288702,-4.337681,0.162223,0.122104,0.070122,-0.354449,0.415657,7.472159,-4.29267,-6.341649,-2.003968,0.015913,0.007465,0.006122,-0.0295,0.013015,Spot
8,13.929899,9.582934,3.797859,0.634599,6.419674,8.818516,14.307474,0.377575,1.376858,0.944239,0.77562,-1.545477,3.833183,9.504494,-4.425406,-4.80298,0.164648,0.124631,0.073865,-0.363145,0.411019,7.468797,-6.461102,-6.838677,-2.035697,0.015955,0.007481,0.00615,-0.029586,0.014485,Spot
3,14.117435,13.38392,3.758671,0.670646,8.954603,10.287143,14.912133,0.794698,1.524691,0.978813,0.737264,-1.76624,3.876333,9.586526,-4.53091,-5.325607,0.168776,0.131516,0.085488,-0.38578,0.394176,7.478259,-6.639176,-7.433874,-2.108267,0.015916,0.007229,0.006359,-0.029504,0.010467,Spot
9,22.767317,14.256351,8.077372,3.36306,2.81592,18.464315,17.210777,-5.55654,1.967641,1.461208,0.087611,-3.51646,3.995182,9.749053,-13.018264,-7.461724,0.176923,0.138347,0.115231,-0.4305,0.358959,7.482547,-15.284769,-9.72823,-2.266506,0.016015,0.007513,0.006518,-0.030047,0.006777,Spot
16,27.571466,12.657048,12.086779,5.342182,-4.771913,19.283962,17.966274,-9.605192,2.113943,1.757581,0.351003,-4.222527,3.8442,9.780324,-17.791142,-8.18595,0.179562,0.139997,0.12155,-0.441109,0.349875,7.479,-20.092466,-10.487274,-2.301324,0.016057,0.007513,0.006567,-0.030137,0.009508,Spot
6,22.344734,12.853552,8.582387,2.796167,1.474997,15.045218,16.738171,-5.606564,1.897555,1.494078,0.070175,-3.321458,3.911252,9.674349,-12.670385,-7.063822,0.176411,0.137334,0.101103,-0.414848,0.376122,7.467574,-14.87716,-9.270597,-2.206775,0.01604,0.007226,0.006508,-0.029773,0.015549,Spot
9,21.207289,15.167296,8.55226,3.995134,2.619902,17.692272,16.734432,-4.472857,1.898771,1.322638,0.104763,-3.116646,4.042495,9.725178,-11.482111,-7.009254,0.175906,0.144695,0.104123,-0.424725,0.362501,7.482028,-13.725262,-9.252405,-2.24315,0.01597,0.007322,0.006375,-0.029668,0.007614,Spot
66,38.742435,17.797777,13.135672,2.954935,-27.978512,24.784599,19.629066,-19.113369,2.474686,2.087226,1.039402,-5.601315,3.46937,9.896486,-28.845949,-9.73258,0.183215,0.153234,0.137482,-0.47393,0.310289,7.486027,-31.256409,-12.14304,-2.410459,0.016069,0.007502,0.006638,-0.03021,0.001304,Spot
77,46.313484,23.459484,18.736542,1.112841,-43.308868,21.370354,20.557617,-25.755867,2.658081,2.581201,1.279746,-6.519028,2.858369,9.929059,-36.384426,-10.628558,0.185457,0.154234,0.146149,-0.48584,0.297093,7.482255,-38.83123,-13.075362,-2.446804,0.01611,0.007446,0.006743,-0.0303,0.007163,Spot
23,34.418125,14.676063,10.249889,8.695473,-16.23048,21.323671,18.991793,-15.426332,2.355755,2.06492,0.743659,-5.164334,3.539825,9.816439,-24.601686,-9.175354,0.183457,0.150654,0.123316,-0.457427,0.337424,7.470685,-26.947439,-11.521107,-2.345753,0.016092,0.007131,0.006715,-0.029938,0.014327,Spot
8,23.099207,14.33765,9.371686,6.135799,-1.169835,19.664396,16.891308,-6.207899,1.89399,1.406872,0.032998,-3.333859,4.111489,9.720316,-13.378891,-7.170992,0.175762,0.145827,0.103498,-0.425087,0.366988,7.478945,-15.620262,-9.412363,-2.241371,0.015975,0.007349,0.006109,-0.029432,0.009395,Spot
111,43.427322,21.090008,18.282536,3.63937,-43.011913,24.174339,19.867964,-23.559359,2.507048,2.181057,1.246736,-5.93484,3.423184,9.890312,-33.53701,-9.977652,0.181811,0.15571,0.137246,-0.474768,0.317447,7.482513,-35.944809,-12.38545,-2.407799,0.016072,0.007408,0.006481,-0.029961,0.006736,Spot
120,51.317558,26.164221,24.01684,9.61373,-59.794792,18.713051,20.802647,-30.514912,2.73197,2.617541,1.500164,-6.849675,2.762465,9.922086,-41.395473,-10.880561,0.183544,0.157158,0.146325,-0.487027,0.305561,7.478477,-43.839081,-13.32417,-2.443609,0.016112,0.007272,0.006664,-0.030048,0.010042,Spot
45,37.179676,15.692283,12.936663,4.463496,-24.165449,22.67794,19.173489,-18.006187,2.349983,2.104558,0.930446,-5.384986,3.564448,9.809145,-27.370531,-9.364344,0.18291,0.151717,0.124154,-0.458781,0.344772,7.466828,-29.712849,-11.706661,-2.342317,0.016094,0.006975,0.006625,-0.029695,0.015895,Spot
19,19.343222,12.037031,6.076948,3.500949,2.459134,14.341167,15.872246,-3.470976,1.678803,1.311037,0.297203,-2.692637,3.965976,9.569695,-9.773527,-6.302551,0.175681,0.13814,0.082986,-0.396807,0.399621,7.447932,-11.89529,-8.424314,-2.121763,0.01602,0.006729,0.00617,-0.02892,0.021985,Spot
4,17.269438,15.030169,5.871742,4.353044,4.805383,14.52981,15.283416,-1.986022,1.564271,1.182259,0.496819,-2.249711,4.098999,9.572877,-7.696561,-5.710539,0.170328,0.133416,0.083429,-0.387173,0.404744,7.468919,-9.800518,-7.814497,-2.103958,0.015927,0.00723,0.005635,-0.028792,0.014025,Spot
49,30.565695,14.308039,11.572094,8.544405,-17.335728,22.702734,17.785662,-12.780033,2.113177,1.660995,0.489332,-4.263504,4.056309,9.73138,-20.834314,-8.054281,0.17744,0.139674,0.11609,-0.433203,0.375321,7.471918,-23.093777,-10.313744,-2.259462,0.016021,0.007191,0.006085,-0.029297,0.013126,Spot
80,35.801556,17.012865,14.392795,3.971773,-27.433887,23.065971,18.560329,-17.241226,2.290295,1.872815,0.794245,-4.957355,3.853489,9.760213,-26.041344,-8.800117,0.179858,0.138262,0.126651,-0.444772,0.369189,7.467581,-28.333975,-11.092749,-2.292632,0.01606,0.006991,0.006327,-0.029378,0.015293,Spot
27,26.727772,10.80616,10.792265,8.842301,-8.856196,19.631235,17.18479,-9.542982,1.973991,1.60665,0.224324,-3.804965,4.034798,9.653263,-17.074509,-7.531527,0.17791,0.137235,0.103819,-0.418965,0.393959,7.455922,-19.271851,-9.728868,-2.197341,0.016042,0.006764,0.006232,-0.029038,0.019463,Spot
12,15.212699,11.030018,4.012619,3.184539,3.83286,10.664623,14.420249,-0.79245,1.38776,1.097595,0.74442,-1.740935,3.846867,9.427839,-5.78486,-4.99241,0.17045,0.126978,0.064651,-0.362079,0.427828,7.43731,-7.775389,-6.982939,-1.990529,0.01597,0.00664,0.005685,-0.028296,0.024305,Spot
15,15.579874,12.959016,5.337118,3.695146,3.926752,12.412564,14.441453,-1.138421,1.454856,1.084402,0.706396,-1.832861,3.985737,9.446466,-6.133408,-4.994987,0.167204,0.121303,0.070833,-0.359341,0.43491,7.454805,-8.125069,-6.986648,-1.991662,0.015919,0.006848,0.005475,-0.028242,0.019091,Spot
11,17.581827,12.689483,6.034028,4.643559,2.011895,14.249751,14.973433,-2.608394,1.565793,1.196618,0.539865,-2.222546,4.035511,9.470308,-8.111519,-5.503125,0.169831,0.121706,0.077753,-0.36929,0.43423,7.450142,-10.131685,-7.523291,-2.020166,0.015956,0.006618,0.005742,-0.028316,0.020783,Spot
10,14.559377,11.555962,4.135335,3.203003,4.217624,10.46472,14.036569,-0.522808,1.359079,1.060606,0.835378,-1.584307,3.834779,9.374408,-5.184969,-4.662161,0.167431,0.117976,0.062244,-0.347651,0.444665,7.438542,-7.120835,-6.598027,-1.935866,0.015939,0.006444,0.005612,-0.027995,0.023791,Spot
10,10.579149,7.081696,2.154218,1.444963,3.482515,4.875279,12.155991,1.576841,1.237959,0.956668,0.760867,-0.479575,3.240028,9.174365,-1.404784,-2.981626,0.160083,0.108955,0.03082,-0.299857,0.454816,7.420379,-3.158771,-4.735612,-1.753986,0.01587,0.006384,0.005046,-0.027301,0.027415,Spot
29,22.261412,8.435399,8.253872,4.735865,-4.554337,14.59162,15.306439,-6.954972,1.567188,1.145861,0.320158,-3.033207,3.00779,9.311203,-12.950209,-5.995236,0.158096,0.109167,0.079512,-0.346775,0.233726,7.528627,-14.732784,-7.777812,-1.782576,0.015092,0.005956,0.003333,-0.024381,0.018586,Spot
17,21.532797,9.468575,7.974271,4.016761,-2.522457,14.829046,15.357037,-6.17576,1.54318,1.103113,0.321518,-2.967811,3.012672,9.353242,-12.179555,-6.003795,0.158184,0.114242,0.08054,-0.352966,0.211671,7.525402,-14.007395,-7.831635,-1.82784,0.015141,0.006161,0.003293,-0.024595,0.019018,Spot
8,14.793724,10.431649,3.196486,1.209932,6.025232,10.621145,14.00103,-0.792694,1.207087,0.8491,0.224229,-1.831958,3.059457,9.283206,-5.510518,-4.717824,0.152673,0.108645,0.068963,-0.330281,0.234248,7.516543,-7.277181,-6.484487,-1.766663,0.015142,0.006199,0.003106,-0.024448,0.020692,Spot
37,25.38937,9.606832,6.579203,6.471501,-9.714534,15.879707,15.833281,-9.556089,1.635912,1.281495,0.598537,-3.515944,2.947565,9.318075,-16.071295,-6.515205,0.160564,0.101206,0.089781,-0.351551,0.240116,7.543096,-17.846275,-8.290185,-1.77498,0.015143,0.006232,0.003316,-0.024692,0.01514,Spot
52,37.661453,16.979599,12.090072,3.162372,-32.232044,16.639404,17.738249,-19.923204,2.046843,1.617573,1.432715,-5.097131,2.152578,9.475459,-28.185993,-8.26279,0.166933,0.116601,0.105959,-0.389493,0.157986,7.544156,-30.117298,-10.194093,-1.931303,0.015233,0.006518,0.003447,-0.025197,0.014363,Spot
64,37.187443,16.441256,10.916286,3.534924,-30.892466,17.86973,17.819616,-19.367826,1.993517,1.613364,1.461277,-5.068157,2.130316,9.516038,-27.671406,-8.303578,0.167025,0.123354,0.105718,-0.396096,0.12047,7.539513,-29.64793,-10.280104,-1.976525,0.015268,0.006625,0.003463,-0.025355,0.015708,Spot
16,23.843159,8.599923,8.546926,3.347603,-3.294606,16.988892,16.055702,-7.787457,1.603053,1.150962,0.669613,-3.423627,2.92288,9.436104,-14.407055,-6.619598,0.161121,0.115187,0.093988,-0.370295,0.176154,7.529102,-16.314056,-8.5266,-1.907002,0.015253,0.00656,0.003335,-0.025147,0.018565,Spot
30,28.594875,11.097414,7.815891,5.137156,-13.77615,17.032009,16.502872,-12.092003,1.746669,1.408741,0.863246,-4.018656,2.75727,9.377711,-19.217163,-7.125161,0.163836,0.10902,0.091598,-0.364454,0.214707,7.555071,-21.039804,-8.947802,-1.82264,0.015272,0.00677,0.003202,-0.025244,0.010045,Spot
86,44.021286,20.112783,17.791609,9.314299,-47.218689,12.389556,18.565359,-25.455927,2.152878,2.063607,1.586167,-5.802652,1.30151,9.534331,-34.486954,-9.031028,0.170583,0.122075,0.111216,-0.403875,0.109757,7.554619,-36.466667,-11.01074,-1.979712,0.015357,0.006934,0.003382,-0.025672,0.010032,Spot
100,44.23539,21.16333,18.771185,8.051035,-47.98555,12.267284,18.683245,-25.552145,2.200801,2.0499,1.577921,-5.828622,1.127749,9.572029,-34.663361,-9.111216,0.170925,0.125288,0.114619,-0.410832,0.049503,7.548402,-36.686989,-11.134843,-2.023627,0.015382,0.006915,0.00346,-0.025757,0.013032,Spot
15,28.2575,11.795471,5.546682,4.043094,-10.291883,17.879219,16.809608,-11.447891,1.791003,1.265753,0.994001,-4.050758,2.645876,9.487034,-18.770466,-7.322575,0.165028,0.112021,0.107131,-0.38418,0.148497,7.536386,-20.721113,-9.273222,-1.950648,0.015352,0.006727,0.003402,-0.02548,0.017315,Spot
19,22.198055,8.907108,6.969083,4.579296,-2.64127,14.886136,15.528419,-6.669637,1.515445,1.238532,0.378397,-3.132375,2.95136,9.331029,-12.867026,-6.19739,0.161233,0.111361,0.075484,-0.348078,0.228346,7.561653,-14.636402,-7.966765,-1.769376,0.01537,0.007121,0.00297,-0.025461,0.004552,Spot
39,33.223858,14.074341,9.155785,0.933491,-22.296635,17.657495,17.371002,-15.852856,1.872037,1.597773,1.157068,-4.626878,2.343181,9.478687,-23.745171,-7.892315,0.168113,0.120308,0.097929,-0.386351,0.15405,7.559493,-25.664366,-9.81151,-1.919195,0.015453,0.007145,0.00319,-0.025788,0.006963,Spot
51,33.625801,15.032703,8.846349,1.268675,-22.610376,17.403742,17.510355,-16.115446,1.968849,1.531828,1.185576,-4.686254,2.232766,9.512149,-24.113651,-7.998206,0.168841,0.119366,0.105405,-0.393612,0.127877,7.551608,-26.074192,-9.958747,-1.960541,0.015473,0.006986,0.003324,-0.025783,0.012146,Spot
9,22.670639,8.847901,8.311853,1.855366,-1.319319,14.913589,15.884513,-6.786126,1.625484,1.13063,0.48916,-3.245275,2.830681,9.427627,-13.243012,-6.456886,0.163358,0.108934,0.096366,-0.368658,0.185078,7.538004,-15.132635,-8.346509,-1.889623,0.015432,0.006664,0.003336,-0.025432,0.017498,Spot
13,7.956932,2.012367,1.17261,0.308771,0.530987,1.486841,9.623547,1.666615,1.336,0.520474,0.360295,0.455231,1.927119,8.771928,0.814996,-0.851619,0.14307,0.088094,0.013663,-0.217502,0.400985,7.349952,-0.60698,-2.273594,-1.421976,0.01538,0.004824,0.003686,-0.023889,0.016819,Spot
5,8.780998,3.18294,1.094286,0.457003,1.631652,2.376738,10.463706,1.682708,1.353821,0.69227,0.495101,0.16645,2.438374,8.897729,0.116731,-1.565977,0.14915,0.095736,0.003216,-0.248103,0.410764,7.359896,-1.421103,-3.10381,-1.537833,0.015454,0.005257,0.003469,-0.02418,0.013499,Spot
7,8.876015,3.61816,0.808171,0.188772,2.621217,2.583763,10.779554,1.90354,1.336545,0.741021,0.533665,0.06186,2.619117,8.936554,0.060539,-1.843,0.150455,0.098238,0.010705,-0.259398,0.416725,7.364727,-1.511288,-3.414828,-1.571827,0.015482,0.005553,0.003091,-0.024126,0.010849,Spot
10,9.809222,6.600179,2.146097,0.853739,3.600343,4.730501,11.539763,1.730541,1.31991,0.917489,0.67872,-0.2763,2.990023,9.056479,-0.752743,-2.483284,0.156648,0.10557,0.022414,-0.284632,0.407799,7.359717,-2.449505,-4.180046,-1.696762,0.015483,0.005232,0.004192,-0.024907,0.01391,Spot
14,13.229544,9.770038,4.150875,2.099622,3.51954,8.167339,13.128806,-0.100738,1.275848,1.014715,0.9356,-1.196732,3.510336,9.213024,-4.01652,-3.915782,0.163489,0.115432,0.047068,-0.325988,0.402842,7.369116,-5.860428,-5.75969,-1.843908,0.015557,0.005644,0.00403,-0.025231,0.009716,Spot
9,14.038324,10.889226,3.995353,1.793195,5.100677,9.396556,13.7354,-0.302924,1.380642,1.011186,0.859584,-1.532244,3.66603,9.265228,-4.773096,-4.470172,0.165041,0.118507,0.058434,-0.341982,0.40212,7.373003,-6.665321,-6.362397,-1.892225,0.015582,0.005877,0.003721,-0.02518,0.006609,Spot
8,11.45506,9.431728,2.132317,0.417478,6.881934,6.823027,13.031827,1.576767,1.191765,1.053998,0.862675,-1.000442,3.523087,9.201153,-2.253907,-3.830674,0.161609,0.114671,0.051714,-0.327994,0.412642,7.371157,-4.083903,-5.66067,-1.829996,0.015557,0.005923,0.003263,-0.024742,0.00671,Spot
18,24.071281,11.143848,10.82492,6.613726,-6.932654,17.619747,16.097904,-7.973377,1.892075,1.488888,0.104479,-3.276484,3.908002,9.460799,-14.610482,-6.637105,0.173115,0.131221,0.088327,-0.392663,0.372055,7.373779,-16.697502,-8.724125,-2.08702,0.015616,0.005922,0.004365,-0.025902,0.006333,Spot
27,27.363209,12.167048,9.796204,7.04063,-9.411475,19.530844,17.036657,-10.326551,2.073615,1.646042,0.225665,-3.945323,3.846822,9.524978,-17.83823,-7.51168,0.174692,0.134379,0.103836,-0.412907,0.360895,7.376801,-19.986408,-9.659857,-2.148177,0.015637,0.006073,0.004144,-0.025854,0.001953,Spot
13,20.23913,13.25169,6.751908,2.8549,3.644882,16.111874,16.00699,-4.23214,1.76469,1.39815,0.169493,-2.993346,3.952546,9.457387,-10.781743,-6.549603,0.172348,0.128825,0.096194,-0.397367,0.377936,7.373818,-12.865312,-8.633172,-2.083569,0.015605,0.006018,0.003772,-0.025396,0.005292,Spot
66,35.898369,17.368679,13.458011,1.797926,-29.028765,21.236332,18.14122,-17.757149,2.251545,2.018991,0.634887,-4.905423,3.637324,9.600085,-26.298283,-8.541135,0.176002,0.140823,0.116503,-0.433327,0.343699,7.373934,-28.524435,-10.767286,-2.226151,0.015629,0.00607,0.004451,-0.026149,0.005525,Spot
88,42.60387,21.502577,17.826784,1.691799,-41.02116,19.421713,19.32995,-23.27392,2.544451,2.328329,0.983108,-5.855888,3.160531,9.67306,-32.930809,-9.65689,0.176788,0.144277,0.135518,-0.456583,0.321229,7.376188,-35.227684,-11.953762,-2.296872,0.015647,0.00613,0.004325,-0.026102,0.002879,Spot
28,30.939425,12.494425,8.561417,7.971625,-11.904634,21.120062,18.11388,-12.825544,2.119858,1.996976,0.516136,-4.632971,3.646541,9.605623,-21.333801,-8.508257,0.177386,0.136919,0.126432,-0.440737,0.342048,7.37228,-23.567144,-10.7416,-2.233343,0.01561,0.005966,0.004056,-0.025632,0.00715,Spot
105,42.812405,22.101034,17.977964,1.5378,-41.616798,18.02265,19.446863,-23.365541,2.539521,2.369026,0.967968,-5.876516,3.067293,9.681943,-33.130463,-9.76492,0.174437,0.147835,0.140266,-0.462538,0.32168,7.370625,-35.44178,-12.076239,-2.311318,0.015606,0.006061,0.004224,-0.025891,0.007587,Spot
32,32.286377,14.312906,9.343109,7.194334,-16.461681,19.654654,18.290096,-13.996281,2.273727,1.96353,0.482927,-4.720183,3.498032,9.618453,-22.667923,-8.671643,0.177227,0.145388,0.125161,-0.447776,0.338606,7.365999,-24.920378,-10.924097,-2.252454,0.015565,0.005798,0.004056,-0.025419,0.010659,Spot
33,28.104153,11.795356,7.995318,7.767863,-11.5679,18.233753,17.340548,-10.763605,2.036895,1.677738,0.280633,-3.995267,3.743493,9.547229,-18.556923,-7.793319,0.173205,0.135312,0.120648,-0.429165,0.366956,7.36034,-20.743813,-9.980207,-2.186889,0.015516,0.005903,0.003817,-0.025236,0.011905,Spot
25,23.135801,9.892617,9.748055,4.673142,-4.817705,15.004154,16.460455,-6.675346,1.902125,1.438683,0.140628,-3.20018,3.736501,9.490905,-13.644897,-6.96955,0.173682,0.139251,0.103775,-0.416709,0.37452,7.35513,-15.780672,-9.105326,-2.135775,0.015471,0.005583,0.003713,-0.024767,0.014342,Spot
8,11.573653,9.360989,2.353604,1.479185,5.528201,6.908041,13.233137,1.659484,1.312854,1.098512,0.954658,-0.740316,3.741456,9.637026,-1.936627,-3.596111,0.167653,0.134255,0.038668,-0.340576,0.497406,7.519191,-4.054462,-5.713946,-2.117835,0.018329,0.007741,0.0047,-0.03077,0.023809,Spot
14,15.991365,12.582108,5.505445,2.889778,4.186885,11.915592,15.029021,-0.962344,1.504449,1.214907,0.950225,-1.769131,4.232898,9.833801,-6.157564,-5.19522,0.177109,0.145019,0.068378,-0.390506,0.485343,7.523444,-8.467921,-7.505577,-2.310357,0.018345,0.007608,0.005467,-0.031421,0.024028,Spot
10,17.078255,13.355454,6.240349,2.724403,4.390702,12.974494,15.592731,-1.485524,1.660246,1.219701,0.830897,-2.049049,4.343637,9.894336,-7.183919,-5.698395,0.178283,0.148511,0.081412,-0.408206,0.484971,7.520286,-9.557968,-8.072445,-2.37405,0.018293,0.007218,0.006017,-0.031528,0.025765,Spot
5,13.212854,11.914151,3.312501,0.556066,8.045584,9.168868,14.607483,1.394629,1.469938,1.092765,0.929899,-1.307071,4.179501,9.805853,-3.407001,-4.80163,0.171197,0.14481,0.073076,-0.389083,0.504723,7.509809,-5.703045,-7.097674,-2.296044,0.018177,0.006647,0.006257,-0.031081,0.02865,Spot
10,19.529072,14.806158,6.063412,4.648696,4.094049,16.232214,16.328672,-3.200399,1.709858,1.51366,0.568703,-2.654815,4.458978,9.969673,-9.559399,-6.358999,0.183749,0.152382,0.082253,-0.418383,0.455212,7.539165,-11.989907,-8.789508,-2.430509,0.0185,0.008045,0.005709,-0.032255,0.018685,Spot
35,32.549793,14.464499,10.566895,9.440515,-15.590879,23.853283,19.06394,-13.485853,2.305828,1.96993,0.399158,-4.674917,4.479665,10.196157,-22.353638,-8.867784,0.194149,0.164655,0.119747,-0.478551,0.412126,7.544593,-25.005199,-11.519347,-2.651564,0.018529,0.008022,0.006396,-0.032947,0.017737,Spot
41,36.123024,17.527241,10.950788,7.25123,-21.226799,24.8463,19.916164,-16.20686,2.551769,2.0017,0.681784,-5.235253,4.378197,10.2681,-25.854923,-9.648065,0.194365,0.168243,0.137415,-0.500023,0.399197,7.542184,-28.580841,-12.373981,-2.725916,0.018487,0.007725,0.006857,-0.033069,0.019421,Spot
8,25.091982,14.85615,9.877104,3.828151,1.150896,20.931509,18.414478,-6.677504,2.244255,1.509878,0.093638,-3.847771,4.642459,10.170954,-14.921028,-8.243525,0.185437,0.164523,0.127419,-0.47738,0.435225,7.531999,-17.559982,-10.882479,-2.638955,0.018378,0.007144,0.007086,-0.032608,0.023106,Spot
21,29.6894,11.521924,10.969954,8.660452,-8.108483,22.996162,18.666805,-11.022594,2.188946,1.973839,0.243307,-4.406092,4.496261,10.176392,-19.513008,-8.490414,0.193359,0.163214,0.110635,-0.467208,0.407923,7.552237,-22.137163,-11.114569,-2.624155,0.018608,0.008139,0.006472,-0.033219,0.013901,Spot
98,51.768456,22.471151,20.210957,9.379159,-52.061264,24.216486,22.099134,-29.669321,2.882164,2.778664,1.577501,-7.238329,3.566691,10.421384,-41.347073,-11.677751,0.204255,0.177248,0.152358,-0.533861,0.330222,7.558569,-44.209885,-14.540565,-2.862815,0.018647,0.008241,0.007045,-0.033932,0.01107,Spot
150,57.980671,29.251345,24.775036,11.763142,-65.78952,19.809515,23.161125,-34.819546,3.231758,2.909244,1.881766,-8.022768,2.962291,10.500641,-47.48003,-12.660484,0.202057,0.180842,0.174893,-0.557792,0.300675,7.55676,-50.423912,-15.604364,-2.943881,0.018615,0.008073,0.007371,-0.034059,0.012826,Spot
29,39.386734,17.926266,7.201279,5.655519,-19.472027,27.461884,21.274546,-18.112188,2.800843,2.018342,1.289382,-6.108566,4.191229,10.398561,-28.988173,-10.875984,0.190259,0.178038,0.164783,-0.53308,0.357758,7.546868,-31.839867,-13.727677,-2.851693,0.018514,0.007689,0.007382,-0.033585,0.017832,Spot
46,32.349987,13.393075,10.836274,9.4373,-14.792049,22.278124,19.090349,-13.259638,2.331529,2.015304,0.38344,-4.730273,4.443178,10.226797,-22.12319,-8.863552,0.194824,0.164936,0.116132,-0.475892,0.391302,7.557938,-24.792049,-11.532412,-2.668859,0.018648,0.007993,0.006972,-0.033613,0.011332,Spot
111,54.12072,26.589279,19.799604,8.104072,-54.492954,21.689659,22.624197,-31.496523,3.109629,2.814471,1.734934,-7.659035,3.276964,10.475996,-43.644722,-12.148201,0.206583,0.180122,0.157178,-0.543883,0.300865,7.564895,-46.555824,-15.059302,-2.911101,0.018694,0.008231,0.007398,-0.034324,0.00579,Spot
112,59.59837,28.122997,23.882597,11.557778,-63.563377,19.569052,23.709688,-35.88868,3.250154,3.150633,2.051773,-8.452559,2.557213,10.557188,-49.041183,-13.1525,0.205498,0.185324,0.177617,-0.568438,0.263496,7.563557,-52.034813,-16.146132,-2.993631,0.018671,0.008197,0.007578,-0.034445,0.007712,Spot
35,40.868046,19.185383,4.76503,3.97938,-19.971033,28.059393,21.765366,-19.10268,2.851016,2.048257,1.560356,-6.459628,4.088071,10.454611,-30.413435,-11.310755,0.194996,0.178194,0.170364,-0.543553,0.328996,7.553963,-33.314083,-14.211403,-2.900648,0.018578,0.007912,0.007473,-0.033963,0.014365,Spot
27,24.228096,11.510231,10.222219,5.895689,-4.607676,17.465405,17.366705,-6.861391,2.02194,1.604927,0.267167,-3.3597,4.519763,10.114923,-14.113173,-7.251781,0.187542,0.158036,0.097021,-0.442599,0.417542,7.556012,-16.672085,-9.810694,-2.558912,0.018618,0.007649,0.007149,-0.033416,0.012842,Spot
